eps,min_samples,n_clusters,n_anomalies,anomaly_pct,n_samples,features
0.8527044560894299,9,2,1347,9.007021063189569,14955,"['PD_INTENSITY_TOTAL', 'PD_ENERGY_TOTAL', 'INTENSITY_ASYMMETRY', 'ENERGY_ASYMMETRY', 'PULSE_TOTAL', 'PD_INTENSITY_ROLL_STD_30min']"
