rmse,mae,r2,mape,train_samples,test_samples,sequence_length,prediction_horizon,features
67291.74724687582,66719.90100939616,-55.42479142032806,5310.905385808122,11893,2974,60,30,"['PD_INTENSITY_TOTAL', 'PD_ENERGY_TOTAL', 'INTENSITY_ASYMMETRY', 'CURRENT_TOTAL', 'PULSE_TOTAL']"
