model,target,train_rmse,test_rmse,train_mae,test_mae,train_r2,test_r2,cv_r2_mean,cv_r2_std,n_features,n_train,n_test
XGBoost Regressor,TEMP_STATOR_MEAN_degC,0.05289821632230377,0.06408475515089249,0.03430925735028675,0.03538593972261616,0.9999952903179462,0.9999931009914949,0.999989564307706,3.303272445167107e-06,28,420472,105119
